,familia,articulo,fecha_venta,festivo,precio,cantidad,importe,orden_articulo_familia
29,PANADERIA,900,2021-07-02,,0.8650000095367432,291.0,251.71500205993652,3
30,PANADERIA,1084,2021-07-28,,0.8650000095367432,330.0,285.4500048160553,4
31,PANADERIA,900,2021-08-31,,0.8650000095367432,441.0,381.46501207351685,3
32,PANADERIA,900,2021-09-01,,0.8650000095367432,480.0,415.2000021934509,3
33,PANADERIA,900,2021-09-22,,0.8650000095367432,525.0,454.1250066757202,3
34,PANADERIA,1043,2021-10-25,,2.740000009536743,156.0,427.44000244140625,2
35,PANADERIA,968,2021-10-31,Noche de Halloween,2.308000087738037,366.0,844.7280006408691,1
36,PANADERIA,1043,2021-11-17,,2.740000009536743,135.0,369.9000053405762,2
37,PANADERIA,417,2021-12-22,,4.327000141143799,69.0,298.5629987716675,5
38,PANADERIA,1084,2021-12-23,,0.8650000095367432,351.0,303.61500334739685,4
39,PANADERIA,1084,2021-12-27,,0.8650000095367432,390.0,337.3500075340271,4
40,PANADERIA,968,2022-02-18,,2.308000087738037,231.0,533.1479911804199,1
41,PANADERIA,1043,2022-02-22,,2.740000009536743,189.0,517.8600091934204,2
42,PANADERIA,900,2022-06-21,,1.0099999904632568,342.0,345.41999864578247,3
43,PANADERIA,1084,2022-07-08,,1.1540000438690186,291.0,335.8139934539795,4
44,PANADERIA,417,2022-09-15,,4.614999771118164,81.0,373.8150005340576,5
45,PANADERIA,1043,2022-09-17,,3.0290000438690186,162.0,490.6979866027832,2
46,PANADERIA,417,2022-10-13,,4.614999771118164,78.0,359.9700012207031,5
47,PANADERIA,968,2022-10-30,,2.4519999027252197,402.0,985.7039966583252,1
48,PANADERIA,1084,2022-11-07,,1.1540000438690186,495.0,571.2299938201904,4
49,PANADERIA,900,2022-11-27,,1.0099999904632568,450.0,454.49999499320984,3
50,PANADERIA,1043,2022-12-14,,3.0290000438690186,90.0,272.6099967956543,2
51,PANADERIA,417,2023-01-03,,4.800000190734863,78.0,374.3999996185303,5
52,PANADERIA,1084,2023-01-19,,1.2000000476837158,396.0,475.2000002861023,4
53,PANADERIA,417,2023-01-19,,4.800000190734863,108.0,518.3999977111816,5
54,PANADERIA,417,2023-04-01,,4.800000190734863,69.0,331.2000045776367,5
55,PASTELERIA,5403,2021-05-24,,34.090999603271484,7.5,255.6830062866211,2
56,PASTELERIA,6451,2021-06-29,,37.909000396728516,12.0,454.9079895019531,4
57,PASTELERIA,5404,2021-07-18,,39.54499816894531,21.0,830.4459838867188,1
58,PASTELERIA,5403,2021-08-01,,34.090999603271484,17.09999990463257,582.9559936523438,2
59,PASTELERIA,5403,2021-09-14,,36.81800079345703,7.401000022888184,272.48999786376953,2
60,PASTELERIA,6523,2021-12-31,Nochevieja,36.81800079345703,12.0,441.8160095214844,3
61,PASTELERIA,6549,2022-01-28,,29.86400032043457,6.0,179.1840057373047,5
62,PASTELERIA,6451,2022-02-17,,40.77299880981445,12.0,489.2760009765625,4
63,PASTELERIA,6523,2022-02-21,,36.81800079345703,3.0,110.4540023803711,3
64,PASTELERIA,5404,2022-05-28,,42.27299880981445,22.199999809265137,938.4609985351562,1
65,PASTELERIA,5403,2022-06-27,,39.54499816894531,6.0,237.27000427246094,2
66,PASTELERIA,6523,2022-07-22,,39.54499816894531,6.0,237.27000427246094,3
67,PASTELERIA,6451,2022-08-05,,43.5,6.0,261.0,4
68,PASTELERIA,5403,2022-08-08,,39.54499816894531,7.5,296.5880126953125,2
69,PASTELERIA,5404,2022-08-21,,42.27299880981445,3.0,126.81900024414062,1
70,PASTELERIA,5403,2022-10-19,,39.54499816894531,6.0,237.27000427246094,2
71,PASTELERIA,5403,2023-02-09,,40.77299880981445,3.0,122.31900024414062,2
72,PASTELERIA,5403,2023-02-21,,40.77299880981445,10.5,428.11700439453125,2
73,PASTELERIA,6451,2023-03-26,,43.5,3.0,130.5,4
74,BOLLERIA,3880,2021-05-13,,2.5910000801086426,108.0,279.8279981613159,3
75,BOLLERIA,3880,2021-06-14,,2.5910000801086426,66.0,171.0059986114502,3
76,BOLLERIA,5803,2021-06-20,,2.7269999980926514,168.0,458.135986328125,5
77,BOLLERIA,3880,2021-06-29,,2.5910000801086426,102.0,264.2819995880127,3
78,BOLLERIA,3960,2021-07-29,,2.318000078201294,279.0,646.7220106124878,1
79,BOLLERIA,3880,2021-08-09,,2.5910000801086426,147.0,380.8770046234131,3
80,BOLLERIA,5803,2021-08-11,,2.7269999980926514,27.0,73.62899780273438,5
81,BOLLERIA,5803,2021-09-02,,2.7269999980926514,45.0,122.71499633789062,5
82,BOLLERIA,3960,2021-10-03,,2.5910000801086426,357.0,924.9869956970215,1
83,BOLLERIA,5803,2021-11-14,,3.0,159.0,477.0,5
84,BOLLERIA,6425,2021-12-30,,32.590999603271484,19.709999978542328,642.3680973052979,2
85,BOLLERIA,5803,2022-01-02,,3.0,129.0,387.0,5
86,BOLLERIA,5803,2022-02-03,,3.0,60.0,180.0,5
87,BOLLERIA,3960,2022-02-24,,2.5910000801086426,195.0,505.2449951171875,1
88,BOLLERIA,3880,2022-03-06,,3.0,270.0,810.0,3
89,BOLLERIA,3960,2022-04-07,,2.5910000801086426,207.0,536.3370037078857,1
90,BOLLERIA,6286,2022-04-12,Martes Santo,3.818000078201294,141.0,538.338005065918,4
91,BOLLERIA,6286,2022-05-07,,3.818000078201294,108.0,412.3440055847168,4
92,BOLLERIA,6286,2022-05-27,,3.818000078201294,72.0,274.89600372314453,4
93,BOLLERIA,3880,2022-05-29,,3.2730000019073486,162.0,530.2260131835938,3
94,BOLLERIA,6425,2022-06-06,,34.090999603271484,5.26200008392334,179.38679885864258,2
95,BOLLERIA,3880,2022-06-11,,3.2730000019073486,120.0,392.760009765625,3
96,BOLLERIA,3960,2022-07-25,,2.5910000801086426,156.0,404.19600105285645,1
97,BOLLERIA,3960,2022-08-04,,2.5910000801086426,174.0,450.834002494812,1
98,BOLLERIA,6425,2022-10-10,,34.090999603271484,13.020000338554382,443.86488914489746,2
99,BOLLERIA,3960,2022-12-04,,2.7269999980926514,267.0,728.1089782714844,1
100,BOLLERIA,5803,2023-02-05,,3.5450000762939453,210.0,744.450008392334,5
101,BOLLERIA,3880,2023-02-17,,3.5450000762939453,195.0,691.2750053405762,3
102,BOLLERIA,3880,2023-02-18,,3.5450000762939453,231.0,818.8949966430664,3
103,BOLLERIA,6425,2023-02-22,,34.090999603271484,8.2049999833107,279.71669578552246,2
104,BOLLERIA,3960,2023-03-30,,3.2730000019073486,192.0,628.416015625,1
105,BOLLERIA,3880,2023-03-30,,3.5450000762939453,111.0,393.49500274658203,3
106,BOLLERIA,6425,2023-03-30,,34.090999603271484,18.926999926567078,645.2398948669434,2
107,PANADERIA,1043,2021-05-08,,2.5959999561309814,183.0,475.0679988861084,2
108,PANADERIA,1043,2021-08-11,,2.5959999561309814,168.0,436.1280059814453,2
109,PANADERIA,1043,2021-08-27,,2.5959999561309814,141.0,366.03599739074707,2
110,PANADERIA,417,2021-09-04,,4.038000106811523,69.0,278.6220016479492,5
111,PANADERIA,968,2021-09-24,,2.308000087738037,279.0,643.9319953918457,1
112,PANADERIA,900,2021-09-26,,0.8650000095367432,573.0,495.6449990272522,3
113,PANADERIA,1084,2021-10-11,,0.8650000095367432,375.0,324.3750054836273,4
114,PANADERIA,417,2021-10-12,Día de la Hispanidad (Fiesta Nacional de España),4.327000141143799,87.0,376.4489984512329,5
115,PANADERIA,1084,2021-12-08,,0.8650000095367432,345.0,298.42500019073486,4
116,PANADERIA,1043,2022-01-18,,2.740000009536743,177.0,484.98000717163086,2
117,PANADERIA,417,2022-01-21,,4.327000141143799,87.0,376.4490022659302,5
118,PANADERIA,1043,2022-01-31,,2.740000009536743,234.0,641.1599960327148,2
119,PANADERIA,417,2022-02-26,,4.327000141143799,87.0,376.44900035858154,5
120,PANADERIA,417,2022-04-07,,4.614999771118164,66.0,304.59000301361084,5
121,PANADERIA,968,2022-04-14,Jueves Santo,2.4519999027252197,318.0,779.7359952926636,1
122,PANADERIA,417,2022-05-25,,4.614999771118164,63.0,290.7450008392334,5
123,PANADERIA,417,2022-05-26,,4.614999771118164,27.0,124.60500144958496,5
124,PANADERIA,1084,2022-06-17,,1.1540000438690186,279.0,321.9659996032715,4
125,PANADERIA,900,2022-06-25,,1.0099999904632568,390.0,393.89999866485596,3
126,PANADERIA,1043,2022-08-13,Feria de Málaga,3.0290000438690186,165.0,499.7849998474121,2
127,PANADERIA,900,2022-08-21,,1.0099999904632568,1110.0,1121.0999896526337,3
128,PANADERIA,1084,2022-09-21,,1.1540000438690186,126.0,145.40399742126465,4
129,PANADERIA,1043,2022-10-08,,3.0290000438690186,147.0,445.26300048828125,2
130,PANADERIA,417,2022-11-01,Día de Todos los Santos,4.614999771118164,60.0,276.90000343322754,5
131,PANADERIA,900,2022-12-28,,1.0099999904632568,360.0,363.60000491142273,3
132,PANADERIA,1043,2023-01-07,,3.1500000953674316,201.0,633.1499948501587,2
133,PANADERIA,900,2023-03-23,,1.0499999523162842,129.0,135.44999980926514,3
134,PANADERIA,968,2023-03-26,,2.549999952316284,297.0,757.350004196167,1
135,PASTELERIA,6451,2021-05-12,,37.909000396728516,6.0,227.45399475097656,4
136,PASTELERIA,5404,2021-05-25,,39.54499816894531,11.400000095367432,450.81300354003906,1
137,PASTELERIA,5403,2021-06-04,,34.090999603271484,45.450000286102295,1549.4360885620117,2
138,PASTELERIA,6451,2021-07-11,,37.909000396728516,6.0,227.45399475097656,4
139,PASTELERIA,6451,2021-07-25,,37.909000396728516,3.0,113.72699737548828,4
140,PASTELERIA,5403,2021-08-24,,34.090999603271484,7.5,255.6830062866211,2
141,PASTELERIA,5404,2021-08-25,,39.54499816894531,15.335999965667725,606.4629974365234,1
142,PASTELERIA,5404,2021-08-31,,39.54499816894531,7.5,296.5880126953125,1
143,PASTELERIA,6451,2021-09-21,,40.77299880981445,6.0,244.63800048828125,4
144,PASTELERIA,6451,2021-10-03,,40.77299880981445,9.0,366.9570007324219,4
145,PASTELERIA,5403,2021-11-30,,36.81800079345703,10.5,386.58900451660156,2
146,PASTELERIA,5403,2021-12-25,Navidad,36.81800079345703,4.5,165.68099975585938,2
147,PASTELERIA,6451,2022-03-13,,40.77299880981445,21.0,856.2330017089844,4
148,PASTELERIA,6523,2022-05-13,,39.54499816894531,6.0,237.27000427246094,3
149,PASTELERIA,5404,2022-06-19,,42.27299880981445,6.0,253.63800048828125,1
150,PASTELERIA,6523,2022-07-11,,39.54499816894531,9.0,355.9050064086914,3
151,PASTELERIA,6549,2022-08-08,,32.590999603271484,6.0,195.54600524902344,5
152,PASTELERIA,6451,2022-08-27,,43.5,6.0,261.0,4
153,PASTELERIA,5404,2022-11-05,,42.27299880981445,31.800000190734863,1344.2820129394531,1
154,PASTELERIA,6523,2022-11-24,,39.54499816894531,9.0,355.9050064086914,3
155,PASTELERIA,6523,2022-12-15,,40.77299880981445,12.0,489.2760009765625,3
156,PASTELERIA,6523,2023-01-07,,40.77299880981445,6.0,244.63800048828125,3
157,PASTELERIA,6523,2023-03-08,,40.77299880981445,6.0,244.63800048828125,3
158,PASTELERIA,5404,2023-03-30,,43.5,13.5,587.25,1
159,PASTELERIA,5403,2023-04-12,,40.77299880981445,18.300000190734863,746.1460113525391,2
160,PASTELERIA,5403,2023-04-20,,40.77299880981445,4.5,183.47900390625,2
161,BOLLERIA,3880,2021-05-02,Día de la Madre,2.5910000801086426,240.0,621.839991569519,3
162,BOLLERIA,3960,2021-05-09,,2.318000078201294,345.0,799.709997177124,1
163,BOLLERIA,5803,2021-06-28,,2.7269999980926514,60.0,163.6199951171875,5
164,BOLLERIA,6286,2021-07-17,,3.135999917984009,54.0,169.34400272369385,4
165,BOLLERIA,3880,2021-08-20,,2.5910000801086426,108.0,279.8279962539673,3
166,BOLLERIA,6425,2021-09-03,,31.36400032043457,15.959999799728394,500.56910133361816,2
167,BOLLERIA,6286,2021-09-09,,3.4089999198913574,78.0,265.9020023345947,4
168,BOLLERIA,3960,2021-10-06,,2.5910000801086426,168.0,435.28800773620605,1
169,BOLLERIA,5803,2021-10-14,,3.0,60.0,180.0,5
170,BOLLERIA,6286,2021-11-07,,3.4089999198913574,204.0,695.4360065460205,4
171,BOLLERIA,6286,2021-11-24,,3.4089999198913574,108.0,368.1719980239868,4
172,BOLLERIA,6286,2021-12-22,,3.4089999198913574,39.0,132.95100116729736,4
173,BOLLERIA,6286,2022-01-29,,3.4089999198913574,150.0,511.3499975204468,4
174,BOLLERIA,6425,2022-03-01,,32.590999603271484,10.029000043869019,326.85511016845703,2
175,BOLLERIA,6425,2022-03-06,,32.590999603271484,21.120000541210175,688.3219985961914,2
176,BOLLERIA,5803,2022-03-23,,3.5450000762939453,72.0,255.2400016784668,5
177,BOLLERIA,6425,2022-03-23,,34.090999603271484,11.738999783992767,400.19400119781494,2
178,BOLLERIA,6425,2022-05-07,,34.090999603271484,29.363999664783478,1001.0477027893066,2
179,BOLLERIA,6425,2022-05-24,,34.090999603271484,15.372000217437744,524.0464115142822,2
180,BOLLERIA,6286,2022-09-20,,3.818000078201294,81.0,309.2580051422119,4
181,BOLLERIA,3960,2022-09-28,,2.5910000801086426,276.0,715.1159982681274,1
182,BOLLERIA,5803,2022-11-04,,3.5450000762939453,87.0,308.41500663757324,5
183,BOLLERIA,5803,2023-03-07,,3.5450000762939453,60.0,212.70000457763672,5
184,BOLLERIA,6425,2023-04-03,Lunes Santo,34.090999603271484,6.690000057220459,228.06839561462402,2
185,PANADERIA,1084,2021-05-06,,0.8650000095367432,402.0,347.72999906539917,4
186,PANADERIA,1043,2021-05-18,,2.5959999561309814,195.0,506.22000312805176,2
187,PANADERIA,1043,2021-05-28,,2.5959999561309814,162.0,420.55200004577637,2
188,PANADERIA,1043,2021-06-10,,2.5959999561309814,165.0,428.3400001525879,2
189,PANADERIA,968,2021-07-01,,2.1630001068115234,225.0,486.67499446868896,1
190,PANADERIA,968,2021-09-04,,2.1630001068115234,246.0,532.0979933738708,1
191,PANADERIA,968,2021-09-05,,2.1630001068115234,240.0,519.1200017929077,1
192,PANADERIA,417,2021-09-15,,4.327000141143799,78.0,337.5059976577759,5
193,PANADERIA,968,2021-10-22,,2.308000087738037,234.0,540.0719909667969,1
194,PANADERIA,900,2021-10-27,,0.8650000095367432,390.0,337.35000681877136,3
195,PANADERIA,968,2021-11-12,,2.308000087738037,249.0,574.6919937133789,1
196,PANADERIA,900,2022-01-18,,1.0099999904632568,408.0,412.08000087738037,3
197,PANADERIA,968,2022-01-21,,2.308000087738037,348.0,803.1840019226074,1
198,PANADERIA,968,2022-02-04,,2.308000087738037,240.0,553.9199905395508,1
199,PANADERIA,417,2022-03-09,,4.327000141143799,63.0,272.6009998321533,5
200,PANADERIA,968,2022-04-18,,2.4519999027252197,303.0,742.9560136795044,1
201,PANADERIA,900,2022-04-29,,1.0099999904632568,363.0,366.62999963760376,3
202,PANADERIA,417,2022-05-08,,4.614999771118164,54.0,249.21000385284424,5
203,PANADERIA,1084,2022-07-02,,1.1540000438690186,267.0,308.1179943084717,4
204,PANADERIA,1084,2022-07-17,,1.1540000438690186,351.0,405.053991317749,4
205,PANADERIA,900,2022-07-19,,1.0099999904632568,186.0,187.85999870300293,3
206,PANADERIA,417,2022-09-23,,4.614999771118164,39.0,179.98499965667725,5
207,PANADERIA,1084,2022-11-09,,1.1540000438690186,360.0,415.4399948120117,4
208,PANADERIA,900,2022-12-10,,1.0099999904632568,369.0,372.68999457359314,3
209,PANADERIA,968,2022-12-15,,2.4519999027252197,189.0,463.42800426483154,1
210,PANADERIA,968,2023-02-17,,2.549999952316284,225.0,573.7499980926514,1
211,PANADERIA,900,2023-03-24,,1.0499999523162842,153.0,160.6500015258789,3
212,PANADERIA,968,2023-04-01,,2.549999952316284,207.0,527.8499946594238,1
213,PANADERIA,900,2023-04-11,,1.0499999523162842,273.0,286.65000343322754,3
214,PASTELERIA,5403,2021-05-04,,34.090999603271484,9.0,306.81900787353516,2
215,PASTELERIA,5404,2021-07-07,,39.54499816894531,9.0,355.9050064086914,1
216,PASTELERIA,6523,2021-08-24,,32.590999603271484,6.0,195.54600524902344,3
217,PASTELERIA,6523,2021-09-09,,36.81800079345703,3.0,110.4540023803711,3
218,PASTELERIA,6523,2021-10-07,,36.81800079345703,3.0,110.4540023803711,3
219,PASTELERIA,6451,2021-12-03,,40.77299880981445,15.0,611.5950012207031,4
220,PASTELERIA,5404,2021-12-06,Día de la Constitución,40.77299880981445,6.0,244.63800048828125,1
221,PASTELERIA,5403,2022-02-08,,36.81800079345703,13.5,497.0430145263672,2
222,PASTELERIA,5404,2022-04-11,Lunes Santo,42.27299880981445,3.0,126.81900024414062,1
223,PASTELERIA,5404,2022-05-30,,42.27299880981445,12.0,507.2770080566406,1
224,PASTELERIA,6523,2022-06-06,,39.54499816894531,6.0,237.27000427246094,3
225,PASTELERIA,6451,2022-06-17,,43.5,4.5,195.75,4
226,PASTELERIA,5404,2022-07-25,,42.27299880981445,2.8499999046325684,120.47799682617188,1
227,PASTELERIA,6549,2022-09-07,,32.590999603271484,3.0,97.77300262451172,5
228,PASTELERIA,6549,2022-10-15,,32.590999603271484,6.0,195.54600524902344,5
229,PASTELERIA,6523,2022-10-20,,39.54499816894531,9.0,355.9050064086914,3
230,PASTELERIA,6451,2022-11-20,,43.5,27.0,1174.5,4
231,PASTELERIA,6523,2022-11-25,,39.54499816894531,9.0,355.9050064086914,3
232,PASTELERIA,5404,2022-12-04,,43.5,11.940000057220459,519.3899993896484,1
233,PASTELERIA,5403,2023-01-10,,40.77299880981445,9.300000190734863,379.1889953613281,2
234,PASTELERIA,6451,2023-03-19,Día del Padre,43.5,3.0,130.5,4
235,BOLLERIA,6425,2021-05-21,,31.36400032043457,19.065000116825104,597.9545097351074,2
236,BOLLERIA,3960,2021-05-26,,2.318000078201294,243.0,563.2740068435669,1
237,BOLLERIA,6286,2021-06-09,,3.135999917984009,51.0,159.93600273132324,4
238,BOLLERIA,6425,2021-07-25,,31.36400032043457,25.15500044822693,788.9604835510254,2
239,BOLLERIA,5803,2021-08-05,,2.7269999980926514,60.0,163.6199951171875,5
240,BOLLERIA,6425,2021-10-15,,32.590999603271484,25.85699963569641,842.7057113647461,2
241,BOLLERIA,3960,2021-11-03,,2.5910000801086426,216.0,559.6560096740723,1
242,BOLLERIA,3880,2021-12-23,,3.0,108.0,324.0,3
243,BOLLERIA,6286,2021-12-26,,3.4089999198913574,168.0,572.7119941711426,4
244,BOLLERIA,3880,2022-01-06,Día de Reyes,3.0,123.0,369.0,3
245,BOLLERIA,3880,2022-01-23,,3.0,351.0,1053.0,3
246,BOLLERIA,3960,2022-03-28,,2.5910000801086426,240.0,621.8400011062622,1
247,BOLLERIA,3880,2022-04-10,Domingo de Ramos,3.2730000019073486,171.0,559.6830139160156,3
248,BOLLERIA,6286,2022-05-12,,3.818000078201294,51.0,194.7180061340332,4
249,BOLLERIA,3880,2022-05-14,,3.2730000019073486,90.0,294.57000732421875,3
250,BOLLERIA,3880,2022-05-23,,3.2730000019073486,72.0,235.656005859375,3
251,BOLLERIA,3960,2022-05-24,,2.5910000801086426,210.0,544.1100006103516,1
252,BOLLERIA,3880,2022-06-04,,3.2730000019073486,156.0,510.5880126953125,3
253,BOLLERIA,5803,2022-06-07,,3.5450000762939453,36.0,127.62000274658203,5
254,BOLLERIA,3880,2022-06-18,,3.2730000019073486,54.0,176.74200439453125,3
255,BOLLERIA,3960,2022-06-19,,2.5910000801086426,312.0,808.3920078277588,1
256,BOLLERIA,3880,2022-06-22,,3.2730000019073486,108.0,353.4840087890625,3
257,BOLLERIA,3960,2022-10-11,,2.5910000801086426,237.0,614.0670022964478,1
258,BOLLERIA,6425,2022-10-31,Noche de Halloween,34.090999603271484,25.350000023841858,864.2070159912109,2
259,BOLLERIA,6286,2022-11-22,,3.818000078201294,30.0,114.54000473022461,4
260,BOLLERIA,3880,2023-02-07,,3.5450000762939453,156.0,553.0200080871582,3
261,BOLLERIA,3880,2023-03-05,,3.5450000762939453,303.0,1074.1349964141846,3
262,BOLLERIA,6286,2023-03-24,,4.363999843597412,84.0,366.5759973526001,4
263,BOLLERIA,5803,2023-04-07,Viernes Santo,3.5450000762939453,174.0,616.8300018310547,5
264,PANADERIA,1043,2021-05-04,,2.5959999561309814,177.0,459.49199867248535,2
265,PANADERIA,417,2021-06-06,,4.038000106811523,84.0,339.19200325012207,5
266,PANADERIA,968,2021-07-18,,2.1630001068115234,534.0,1155.0419898033142,1
267,PANADERIA,1043,2021-07-27,,2.5959999561309814,273.0,708.7080135345459,2
268,PANADERIA,1043,2021-09-10,,2.740000009536743,168.0,460.32000637054443,2
269,PANADERIA,1043,2021-10-04,,2.740000009536743,180.0,493.2000036239624,2
270,PANADERIA,1084,2021-10-19,,0.8650000095367432,492.0,425.5799951553345,4
271,PANADERIA,1043,2021-11-03,,2.740000009536743,168.0,460.32000255584717,2
272,PANADERIA,1084,2021-11-05,,0.8650000095367432,420.0,363.30000162124634,4
273,PANADERIA,968,2021-11-11,,2.308000087738037,300.0,692.3999900817871,1
274,PANADERIA,900,2021-12-16,,0.8650000095367432,498.0,430.7700004577637,3
275,PANADERIA,968,2021-12-19,,2.308000087738037,387.0,893.1959991455078,1
276,PANADERIA,900,2022-01-19,,1.0099999904632568,399.0,402.990008354187,3
277,PANADERIA,1084,2022-01-23,,1.0099999904632568,336.0,339.3600001335144,4
278,PANADERIA,1043,2022-02-04,,2.740000009536743,159.0,435.6600036621094,2
279,PANADERIA,900,2022-02-19,,1.0099999904632568,411.0,415.1099932193756,3
280,PANADERIA,968,2022-02-27,,2.308000087738037,318.0,733.9439964294434,1
281,PANADERIA,968,2022-03-02,,2.308000087738037,264.0,609.3119926452637,1
282,PANADERIA,900,2022-03-08,,1.0099999904632568,357.0,360.5700008869171,3
283,PANADERIA,1043,2022-03-31,,3.0290000438690186,201.0,608.8290023803711,2
284,PANADERIA,900,2022-04-06,,1.0099999904632568,321.0,324.2100019454956,3
285,PANADERIA,900,2022-05-02,,1.0099999904632568,354.0,357.5400035381317,3
286,PANADERIA,1043,2022-07-01,,3.0290000438690186,141.0,427.08899879455566,2
287,PANADERIA,968,2022-07-24,,2.4519999027252197,294.0,720.887996673584,1
288,PANADERIA,417,2022-08-20,Feria de Málaga,4.614999771118164,63.0,290.745005607605,5
289,PANADERIA,900,2022-09-21,,1.0099999904632568,390.0,393.90000200271606,3
290,PANADERIA,900,2022-10-04,,1.0099999904632568,279.0,281.79000639915466,3
291,PANADERIA,1084,2023-02-12,,1.2000000476837158,393.0,471.60000371932983,4
292,PANADERIA,968,2023-02-21,,2.549999952316284,201.0,512.5500063896179,1
293,PANADERIA,1084,2023-03-09,,1.2000000476837158,216.0,259.2000021934509,4
294,PANADERIA,417,2023-04-13,,4.800000190734863,36.0,172.79999542236328,5
295,PANADERIA,900,2023-04-22,,1.0499999523162842,162.0,170.09999990463257,3
296,PANADERIA,968,2023-04-28,,2.549999952316284,225.0,573.7500033378601,1
297,PASTELERIA,6451,2021-05-29,,37.909000396728516,15.0,568.6349868774414,4
298,PASTELERIA,6549,2021-06-04,,28.5,18.0,513.0,5
299,PASTELERIA,6523,2021-06-12,,32.590999603271484,18.0,586.6380081176758,3
300,PASTELERIA,5403,2021-07-30,,34.090999603271484,6.0,204.54600524902344,2
301,PASTELERIA,5404,2021-07-31,,39.54499816894531,16.03499984741211,634.1040191650391,1
302,PASTELERIA,5404,2021-08-05,,39.54499816894531,3.299999952316284,130.49899291992188,1
303,PASTELERIA,6549,2021-10-22,,29.86400032043457,3.0,89.59200286865234,5
304,PASTELERIA,5404,2021-11-01,Día de Todos los Santos,40.77299880981445,9.599999904632568,391.42100524902344,1
305,PASTELERIA,6451,2021-12-06,Día de la Constitución,40.77299880981445,9.0,366.9570007324219,4
306,PASTELERIA,5403,2021-12-10,,36.81800079345703,4.800000190734863,176.7259979248047,2
307,PASTELERIA,5404,2022-05-02,,42.27299880981445,14.399999856948853,608.7310028076172,1
308,PASTELERIA,6451,2022-05-14,,43.5,6.0,261.0,4
309,PASTELERIA,6523,2022-05-28,,39.54499816894531,3.0,118.63500213623047,3
310,PASTELERIA,6549,2022-07-01,,32.590999603271484,15.0,488.8650131225586,5
311,PASTELERIA,5404,2022-07-04,,42.27299880981445,37.5,1585.239013671875,1
312,PASTELERIA,5404,2022-07-18,,42.27299880981445,19.5,824.3250122070312,1
313,PASTELERIA,5403,2022-10-09,,39.54499816894531,27.899999618530273,1103.3060150146484,2
314,PASTELERIA,6451,2022-10-09,,43.5,3.0,130.5,4
315,PASTELERIA,6451,2022-10-14,,43.5,15.0,652.5,4
316,PASTELERIA,5403,2022-12-13,,40.77299880981445,3.0,122.31900024414062,2
317,PASTELERIA,6523,2023-02-09,,40.77299880981445,9.0,366.9570007324219,3
318,PASTELERIA,6451,2023-03-18,,43.5,9.0,391.5,4
319,BOLLERIA,5803,2021-05-14,,2.7269999980926514,78.0,212.70599365234375,5
320,BOLLERIA,3960,2021-06-19,,2.318000078201294,399.0,924.8820109367371,1
321,BOLLERIA,5803,2021-07-01,,2.7269999980926514,51.0,139.07699584960938,5
